     1 , 4090698.50
     2 , 4088084.00
     3 , 4059838.00
     4 , 4175582.25
     5 , 3965450.75
     6 , 3970476.75
     7 , 3991689.00
     8 , 3848672.00
     9 , 3645971.50
    10 , 3546187.00
    11 , 3411453.75
    12 , 3425915.25
    13 , 3176818.25
    14 , 2888854.75
    15 , 2895180.00
    16 , 2682604.50
    17 , 2395832.25
    18 , 2246236.75
    19 , 2065818.25
    20 , 1822567.88
    21 , 1527457.25
    22 , 1497107.50
    23 , 1409279.75
    24 , 1119841.75
    25 ,  801447.94
    26 ,  660935.25
    27 ,  423364.62
    28 ,  215051.48
    29 ,  -57892.20
    30 , -325128.59
    31 , -585699.50
    32 , -689165.69
    33 , -1023862.19
    34 , -1188636.38
    35 , -1421130.62
    36 , -1513503.50
    37 , -1807656.00
    38 , -2074389.12
    39 , -2489437.25
    40 , -2423665.00
    41 , -2634609.50
    42 , -2767795.75
    43 , -3068440.75
    44 , -3242416.50
    45 , -3369854.25
    46 , -3310284.75
    47 , -3415552.75
    48 , -3757112.00
    49 , -3889049.00
    50 , -3813802.75
    51 , -3813620.00
    52 , -4014063.00
    53 , -4057086.00
    54 , -4205767.00
    55 , -4021514.75
    56 , -4130230.00
    57 , -4209309.00
    58 , -4150798.75
    59 , -4221473.50
    60 , -4176479.50
    61 , -4263695.50
    62 , -4146118.75
    63 , -4048907.00
    64 , -3978578.25
    65 , -3652420.25
    66 , -3725255.50
    67 , -3464588.00
    68 , -3561058.00
    69 , -3266921.75
    70 , -3141389.50
    71 , -3067128.75
    72 , -2878894.25
    73 , -2713431.75
    74 , -2600296.00
    75 , -2591879.25
    76 , -2220024.75
    77 , -1982172.50
    78 , -1700204.75
    79 , -1565490.12
    80 , -1411059.25
    81 , -1103673.25
    82 , -1030230.25
    83 , -828789.69
    84 , -391247.16
    85 , -342669.03
    86 ,  -76799.62
    87 ,  128549.48
    88 ,  270354.00
    89 ,  822114.75
    90 ,  871612.62
    91 , 1095205.38
    92 , 1401907.25
    93 , 1582586.62
    94 , 1828472.25
    95 , 2033179.50
    96 , 2027583.00
    97 , 2343083.00
    98 , 2441719.25
    99 , 2720679.75
   100 , 2827724.25
   101 , 3161116.50
   102 , 3260046.00
   103 , 3363176.75
   104 , 3375838.00
   105 , 3608797.00
   106 , 3668689.25
   107 , 3882485.75
   108 , 3964015.50
   109 , 3830023.50
   110 , 4112510.50
   111 , 4066473.00
   112 , 4068163.25
   113 , 4098543.25
   114 , 4241475.00
   115 , 4152717.75
   116 , 4174714.50
   117 , 4277729.00
   118 , 4329483.50
   119 , 4092270.00
   120 , 4219260.50
   121 , 3812622.50
   122 , 3874281.75
   123 , 3896286.00
   124 , 3721530.75
   125 , 3441522.00
   126 , 3576401.50
   127 , 3201538.25
   128 , 3246182.50
   129 , 3087867.75
   130 , 2845522.25
   131 , 2908150.50
   132 , 2574010.25
   133 , 2280998.75
   134 , 2009514.38
   135 , 1983024.62
   136 , 1821617.50
   137 , 1380919.12
   138 , 1305723.12
   139 , 1001443.75
   140 ,  982289.12
   141 ,  803621.75
   142 ,  443881.19
   143 ,   86004.14
   144 ,  -96569.41
   145 , -352816.59
   146 , -517415.75
   147 , -557108.25
   148 , -1025670.62
   149 , -1218646.88
   150 , -1610143.12
   151 , -1655993.50
   152 , -1913103.00
   153 , -2045759.25
   154 , -2280658.50
   155 , -2463782.25
   156 , -2611835.25
   157 , -2733095.75
   158 , -3029222.00
   159 , -2922055.25
   160 , -3200965.25
   161 , -3353402.00
   162 , -3345240.25
   163 , -3487335.75
   164 , -3717430.50
   165 , -3926263.25
   166 , -3937536.75
   167 , -3853080.00
   168 , -4122363.00
   169 , -3879275.00
   170 , -4183527.50
   171 , -4293665.00
   172 , -4359170.50
   173 , -4189590.00
   174 , -4112711.00
   175 , -4155407.50
   176 , -3959675.25
   177 , -4172438.75
   178 , -4126437.00
   179 , -3727324.75
   180 , -3919602.50
   181 , -3727664.50
   182 , -3658036.25
   183 , -3393241.50
   184 , -3434650.75
   185 , -3273368.25
   186 , -3188224.75
   187 , -2979374.50
   188 , -2859956.25
   189 , -2674446.75
   190 , -2291377.00
   191 , -2241105.00
   192 , -1969053.25
   193 , -1862468.62
   194 , -1561160.38
   195 , -1521419.88
   196 , -1101775.88
   197 , -827270.56
   198 , -589062.44
   199 , -578559.44
   200 , -211625.25
   201 , -184989.44
   202 ,  162632.23
   203 ,  450119.12
   204 ,  554987.44
   205 ,  599917.56
   206 , 1105968.25
   207 , 1397086.38
   208 , 1396337.62
   209 , 1748008.12
   210 , 1876169.38
   211 , 1911979.12
   212 , 2430246.25
   213 , 2675247.75
   214 , 2648286.00
   215 , 2980746.00
   216 , 3017301.75
   217 , 3158358.75
   218 , 3365869.00
   219 , 3379512.25
   220 , 3583696.00
   221 , 3696003.25
   222 , 3762727.00
   223 , 3938149.50
   224 , 3971897.75
   225 , 4046550.50
   226 , 4153293.00
   227 , 4095170.50
   228 , 4187329.25
   229 , 4055293.00
   230 , 4118504.75
   231 , 3981468.50
   232 , 4193480.25
   233 , 4223560.00
   234 , 4117162.75
   235 , 3911870.25
   236 , 4035735.00
   237 , 3852547.75
   238 , 3613141.75
   239 , 3742240.75
   240 , 3561592.00
   241 , 3165478.75
   242 , 3388754.75
   243 , 3167163.75
   244 , 2928047.00
   245 , 2917757.00
   246 , 2587577.00
   247 , 2400843.00
   248 , 2237592.00
   249 , 2147493.75
   250 , 1842705.50
   251 , 1888918.25
   252 , 1512971.38
   253 , 1321796.12
   254 , 1137434.12
   255 ,  775318.38
